strength,height,heigh_diff,distance_layout,distance_total,barrier_wall
-58,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-57,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-57,70.00,35.00,150.33,154.35,True
-57,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-60,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-57,70.00,35.00,150.33,154.35,True
-56,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-57,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-60,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-60,70.00,35.00,150.33,154.35,True
-60,70.00,35.00,150.33,154.35,True
-60,70.00,35.00,150.33,154.35,True
-60,70.00,35.00,150.33,154.35,True
-60,70.00,35.00,150.33,154.35,True
-60,70.00,35.00,150.33,154.35,True
-60,70.00,35.00,150.33,154.35,True
-60,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-60,70.00,35.00,150.33,154.35,True
-60,70.00,35.00,150.33,154.35,True
-60,70.00,35.00,150.33,154.35,True
-60,70.00,35.00,150.33,154.35,True
-60,70.00,35.00,150.33,154.35,True
-60,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-60,70.00,35.00,150.33,154.35,True
-60,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-57,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-57,70.00,35.00,150.33,154.35,True
-57,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-57,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-60,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-60,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-57,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-57,70.00,35.00,150.33,154.35,True
-57,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-60,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-57,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-56,70.00,35.00,150.33,154.35,True
-57,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-57,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-57,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-56,70.00,35.00,150.33,154.35,True
-57,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-57,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-56,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-60,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-57,70.00,35.00,150.33,154.35,True
-56,70.00,35.00,150.33,154.35,True
-57,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-60,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-60,70.00,35.00,150.33,154.35,True
-60,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-60,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-57,70.00,35.00,150.33,154.35,True
-57,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-58,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
-59,70.00,35.00,150.33,154.35,True
